IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS_OFF_TO, 2ND_PTS, FBPS, PITP, OPP_PTS_OFF_TO OPP_2ND_PTS, OPP_FBPS, OPP_PITP, BLK, BLKA, PF, PFD
452, Dylan Windler , ATL, 27, 16, 9, 7, 5.1, 0.1, 0.1, 0.0, 0.3, 1.2, 1.9, 1.4, 5.5, 0.0, 0.0, 0.3, 0.1
452, Joe Harris , DET, 32, 16, 4, 12, 10.6, 0.3, 0.4, 0.5, 0.5, 4.7, 4.1, 2.6, 12.3, 0.1, 0.3, 1.2, 0.3
452, Johnny Juzang , UTA, 23, 16, 3, 13, 17.1, 1.1, 0.4, 0.9, 1.9, 4.8, 5.4, 5.7, 17.1, 0.1, 0.2, 1.4, 0.4
452, Robin Lopez , MIL, 36, 16, 10, 6, 4.0, 0.0, 0.0, 0.0, 0.6, 1.6, 1.9, 1.3, 3.6, 0.2, 0.1, 0.4, 0.3
452, Udoka Azubuike , PHX, 24, 16, 12, 4, 7.1, 0.2, 0.6, 0.1, 2.0, 3.9, 2.9, 1.9, 6.8, 0.4, 0.2, 1.1, 0.6
457, Ben Simmons , BKN, 27, 15, 7, 8, 23.9, 1.7, 1.4, 1.2, 5.7, 8.1, 5.7, 8.3, 25.5, 0.6, 0.2, 2.4, 1.4
457, Cole Swider , MIA, 24, 15, 6, 9, 5.5, 0.5, 0.0, 0.7, 0.5, 2.1, 1.6, 1.1, 5.2, 0.1, 0.0, 0.1, 0.1
457, Hunter Tyson , DEN, 23, 15, 11, 4, 2.9, 0.4, 0.0, 0.0, 0.3, 0.7, 0.5, 0.9, 2.8, 0.0, 0.0, 0.7, 0.0
457, Jett Howard , ORL, 20, 15, 8, 7, 3.5, 0.4, 0.1, 0.1, 0.4, 1.7, 0.9, 1.1, 3.9, 0.1, 0.0, 0.2, 0.1
457, Otto Porter Jr. , TOR, 30, 15, 6, 9, 11.6, 0.0, 0.0, 0.1, 0.5, 3.9, 3.2, 3.3, 10.9, 0.3, 0.1, 1.3, 0.1
462, Colin Castleton , LAL, 23, 14, 8, 6, 4.0, 0.6, 0.1, 0.1, 1.0, 1.5, 1.4, 1.1, 4.6, 0.0, 0.1, 0.7, 0.2
462, James Bouknight , CHA, 23, 14, 0, 14, 5.8, 0.4, 0.3, 0.6, 0.7, 2.1, 1.9, 1.3, 5.7, 0.1, 0.1, 0.2, 0.2
462, Leonard Miller , MIN, 20, 14, 12, 2, 3.1, 0.2, 0.3, 0.4, 1.0, 0.9, 0.6, 1.1, 3.1, 0.1, 0.1, 0.3, 0.0
462, Micah Potter , UTA, 26, 14, 2, 12, 11.2, 1.0, 0.3, 0.2, 1.0, 3.0, 3.7, 3.5, 9.1, 0.3, 0.0, 0.6, 0.5
462, Olivier Sarr , OKC, 25, 14, 7, 7, 6.8, 0.5, 0.8, 0.0, 1.3, 3.6, 1.8, 2.2, 4.9, 0.5, 0.0, 1.3, 0.7
467, Boban Marjanovic , HOU, 35, 13, 8, 5, 4.5, 0.2, 0.8, 0.0, 1.7, 2.2, 1.2, 2.1, 4.3, 0.1, 0.1, 0.4, 0.8
467, Brandon Williams , DAL, 24, 13, 8, 5, 4.6, 0.1, 0.0, 0.0, 0.9, 1.5, 1.6, 1.8, 5.5, 0.1, 0.2, 0.2, 0.8
467, Daishen Nix , MIN, 22, 13, 10, 3, 3.5, 0.3, 0.0, 0.5, 0.5, 0.5, 1.3, 1.4, 3.5, 0.0, 0.2, 0.1, 0.2
467, Emoni Bates , CLE, 20, 13, 7, 6, 7.8, 0.8, 0.0, 0.2, 0.3, 3.7, 2.4, 2.9, 6.5, 0.2, 0.2, 0.4, 0.4
467, Jared Rhoden , DET, 24, 13, 1, 12, 11.8, 1.1, 0.5, 0.5, 1.7, 4.3, 4.8, 2.4, 12.0, 0.5, 0.2, 1.5, 0.5
467, Justin Champagnie , WAS, 22, 13, 3, 10, 15.1, 0.9, 0.9, 1.2, 2.2, 5.7, 5.3, 4.7, 15.4, 0.5, 0.3, 1.0, 0.7
467, Kendall Brown , IND, 20, 13, 8, 5, 3.9, 0.3, 0.2, 0.2, 0.9, 1.4, 0.8, 1.4, 4.2, 0.0, 0.0, 0.6, 0.5
467, Kobe Bufkin , ATL, 20, 13, 8, 5, 11.2, 0.8, 0.5, 0.2, 1.1, 3.5, 3.2, 3.2, 11.2, 0.3, 0.4, 0.9, 0.2
467, Nate Hinton , HOU, 24, 13, 6, 7, 4.6, 0.2, 0.5, 0.5, 0.5, 1.1, 0.8, 1.2, 4.3, 0.2, 0.2, 0.8, 0.2
467, Terquavion Smith , PHI, 21, 13, 5, 8, 5.8, 0.7, 0.5, 0.5, 0.8, 2.4, 2.2, 2.0, 6.6, 0.0, 0.2, 0.5, 0.2
467, Trevelin Queen , ORL, 27, 13, 5, 8, 12.5, 1.1, 0.3, 0.5, 1.5, 5.2, 3.9, 3.0, 14.8, 0.4, 0.0, 1.2, 0.8
478, Jermaine Samuels Jr. , HOU, 25, 12, 6, 6, 4.5, 0.0, 0.3, 0.5, 1.5, 1.1, 1.1, 1.1, 4.8, 0.1, 0.1, 0.3, 0.3
479, Jaylen Nowell , DET, 24, 11, 3, 8, 17.7, 1.3, 0.5, 1.1, 2.5, 3.8, 6.0, 4.4, 18.0, 0.2, 0.1, 1.4, 0.6
479, Juan Toscano-Anderson , SAC, 30, 11, 7, 4, 4.8, 0.0, 0.0, 0.2, 0.4, 1.8, 1.5, 0.8, 3.6, 0.1, 0.2, 1.0, 0.0
479, Moussa Diabate , LAC, 22, 11, 7, 4, 5.8, 0.0, 1.1, 0.0, 1.8, 3.4, 2.3, 1.3, 5.5, 0.1, 0.3, 0.4, 0.9
479, Ryan Rollins , MIL, 21, 11, 1, 10, 6.1, 1.5, 0.6, 0.5, 1.8, 1.4, 1.6, 1.5, 4.4, 0.3, 0.2, 0.6, 1.3
483, Armoni Brooks , BKN, 25, 10, 3, 7, 10.4, 0.3, 0.8, 0.8, 0.8, 2.3, 3.9, 2.1, 9.0, 0.1, 0.4, 0.3, 0.1
483, Ish Wainright , PHX, 29, 10, 2, 8, 6.1, 0.0, 0.0, 0.5, 0.0, 2.0, 0.5, 2.0, 3.4, 0.1, 0.0, 0.8, 0.2
483, Jalen Slawson , SAC, 24, 10, 7, 3, 3.3, 0.0, 0.0, 0.4, 0.6, 2.2, 1.3, 1.0, 4.2, 0.1, 0.0, 0.7, 0.1
483, Mouhamadou Gueye , TOR, 25, 10, 0, 10, 9.7, 0.6, 0.7, 0.4, 2.0, 6.6, 4.3, 4.4, 12.0, 1.5, 0.4, 1.1, 0.9
483, T.J. Warren , MIN, 30, 10, 6, 4, 12.3, 1.2, 0.9, 0.8, 2.0, 3.4, 2.5, 4.0, 13.2, 0.1, 0.1, 1.1, 0.2
483, Xavier Moon , LAC, 29, 10, 6, 4, 3.9, 0.0, 0.2, 0.0, 0.4, 1.9, 1.0, 1.4, 5.0, 0.1, 0.0, 0.4, 0.3
489, DeJon Jarreau , MEM, 26, 9, 2, 7, 16.6, 0.4, 1.1, 0.2, 2.9, 5.1, 3.4, 6.3, 14.4, 0.2, 0.1, 1.6, 0.9
489, Dru Smith , MIA, 26, 9, 7, 2, 14.5, 0.3, 0.7, 0.0, 1.8, 4.9, 5.4, 4.0, 13.3, 0.3, 0.1, 1.3, 0.7
489, Ja Morant , MEM, 24, 9, 6, 3, 35.3, 2.6, 1.7, 3.3, 13.8, 13.0, 10.3, 11.7, 38.0, 0.6, 1.8, 2.1, 5.3
489, Jacob Toppin , NYK, 23, 9, 2, 7, 4.2, 0.0, 0.2, 0.4, 0.7, 2.3, 0.6, 1.6, 3.3, 0.1, 0.1, 0.3, 0.1
489, Jeff Dowtin Jr. , PHI, 26, 9, 4, 5, 12.5, 0.9, 1.3, 1.0, 1.1, 4.1, 4.0, 2.4, 11.6, 0.1, 0.1, 0.1, 0.3
489, Keyontae Johnson , OKC, 23, 9, 7, 2, 7.4, 0.0, 0.2, 0.2, 0.7, 3.7, 0.8, 3.2, 6.9, 0.0, 0.2, 0.6, 0.0
489, Seth Lundy , ATL, 24, 9, 2, 7, 5.8, 0.3, 0.3, 0.3, 0.0, 3.6, 1.9, 1.8, 8.0, 0.0, 0.2, 0.7, 0.3
489, Tristan Vukcevic , WAS, 21, 9, 3, 6, 14.6, 0.6, 1.0, 0.8, 3.6, 4.6, 5.2, 4.0, 17.3, 0.7, 0.3, 2.7, 1.3
497, Amari Bailey , CHA, 20, 8, 0, 8, 3.9, 0.3, 0.5, 0.3, 0.5, 1.6, 0.5, 1.0, 2.8, 0.0, 0.0, 0.0, 0.1
497, Charlie Brown Jr. , NYK, 27, 8, 2, 6, 4.7, 0.0, 0.0, 0.4, 0.0, 1.8, 0.5, 0.8, 3.0, 0.3, 0.1, 0.6, 0.1
497, E.J. Liddell , NOP, 23, 8, 3, 5, 2.9, 0.3, 0.0, 0.0, 0.3, 1.4, 1.4, 0.8, 3.3, 0.3, 0.0, 0.3, 0.1
497, Gabe Vincent , LAL, 27, 8, 5, 3, 21.3, 0.3, 0.0, 0.3, 1.8, 8.5, 6.1, 5.6, 16.8, 0.0, 0.3, 2.0, 0.4
497, Isaiah Mobley , CLE, 24, 8, 1, 7, 6.7, 0.0, 0.0, 0.3, 0.8, 1.8, 1.4, 1.0, 3.8, 0.0, 0.0, 0.6, 0.0
497, James Johnson , IND, 37, 8, 3, 5, 5.0, 0.0, 0.0, 0.0, 0.5, 1.9, 2.0, 1.9, 4.5, 0.1, 0.3, 0.9, 0.3
497, Jordan Miller , LAC, 24, 8, 5, 3, 3.5, 0.0, 0.5, 0.3, 1.0, 2.0, 2.1, 1.8, 5.3, 0.0, 0.3, 0.3, 0.1
497, Matt Hurt , MEM, 23, 8, 2, 6, 14.2, 1.1, 0.9, 0.0, 1.0, 6.1, 5.8, 2.8, 14.8, 0.4, 0.1, 1.0, 0.6
497, Oscar Tshiebwe , IND, 24, 8, 2, 6, 5.2, 0.4, 0.3, 0.3, 2.3, 1.5, 0.9, 2.9, 4.8, 0.1, 0.5, 0.4, 0.6
497, R.J. Hampton , MIA, 23, 8, 3, 5, 9.5, 0.1, 0.0, 0.5, 0.8, 4.3, 2.5, 3.6, 9.8, 0.0, 0.1, 1.0, 0.1
497, Sidy Cissoko , SAS, 20, 8, 2, 6, 5.4, 0.3, 0.0, 0.5, 0.3, 2.0, 1.3, 1.5, 5.5, 0.0, 0.1, 0.5, 0.3
508, Buddy Boeheim , DET, 24, 7, 0, 7, 9.5, 1.3, 0.4, 0.0, 0.0, 2.0, 2.9, 3.1, 9.4, 0.1, 0.1, 0.6, 0.3
508, D'Moi Hodge , LAL, 25, 7, 1, 6, 5.9, 0.9, 0.0, 0.4, 0.3, 4.0, 3.1, 0.9, 7.1, 0.1, 0.0, 0.6, 0.1
508, Jahmi'us Ramsey , TOR, 22, 7, 0, 7, 17.3, 1.4, 0.4, 2.1, 2.9, 7.3, 6.1, 7.7, 19.7, 0.0, 0.3, 1.4, 0.7
508, Jordan Walsh , BOS, 20, 7, 7, 0, 6.6, 0.3, 0.0, 0.6, 0.9, 1.7, 1.0, 2.1, 4.9, 0.1, 0.0, 1.0, 0.0
508, Maozinha Pereira , MEM, 23, 7, 2, 5, 17.4, 1.3, 1.7, 1.1, 3.7, 7.6, 2.1, 6.3, 13.1, 0.6, 0.3, 1.4, 1.1
508, Marques Bolden , CHA, 25, 7, 3, 4, 7.8, 0.3, 0.9, 0.3, 2.0, 1.9, 2.6, 2.3, 8.9, 0.1, 0.0, 0.9, 0.3
508, TyTy Washington Jr. , MIL, 22, 7, 3, 4, 4.4, 0.4, 0.0, 0.0, 0.0, 2.4, 0.3, 1.0, 2.3, 0.0, 0.0, 0.1, 0.3
515, Adama Sanogo , CHI, 22, 6, 1, 5, 2.5, 0.0, 0.7, 0.0, 1.3, 0.3, 0.0, 0.3, 0.3, 0.0, 0.0, 0.0, 0.3
515, Dereon Seabron , NOP, 23, 6, 3, 3, 9.2, 0.0, 0.3, 0.3, 1.0, 4.0, 2.2, 1.8, 8.7, 0.2, 0.2, 0.7, 0.7
515, Greg Brown III , DAL, 22, 6, 3, 3, 6.6, 0.3, 0.3, 1.2, 1.3, 3.5, 2.3, 5.8, 12.3, 0.7, 0.2, 0.8, 0.8
515, JD Davison , BOS, 21, 6, 6, 0, 1.9, 0.0, 0.3, 0.0, 0.0, 0.0, 0.5, 0.3, 2.0, 0.0, 0.0, 0.2, 0.2
515, Jamaree Bouyea , SAS, 24, 6, 0, 6, 9.5, 1.0, 0.3, 0.7, 1.3, 3.2, 2.0, 3.3, 9.0, 0.0, 0.3, 0.5, 0.2
515, Jordan Ford , SAC, 25, 6, 2, 4, 3.6, 0.7, 0.0, 0.0, 0.3, 0.3, 1.2, 0.0, 3.3, 0.0, 0.0, 0.0, 0.2
515, Mamadi Diakite , NYK, 27, 6, 5, 1, 4.1, 0.0, 0.2, 0.3, 1.3, 1.2, 1.2, 1.0, 2.7, 0.2, 0.0, 0.3, 0.5
515, Pete Nance , CLE, 24, 6, 2, 4, 2.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3, 0.0, 0.0, 0.2, 0.2
515, Robert Williams III , POR, 26, 6, 2, 4, 19.8, 0.0, 3.0, 0.0, 4.3, 7.5, 4.3, 8.2, 20.7, 1.2, 0.7, 2.8, 1.3
524, Brandon Clarke , MEM, 27, 5, 2, 3, 21.5, 1.0, 2.0, 0.8, 8.8, 9.6, 5.2, 7.0, 15.2, 1.0, 0.8, 1.4, 1.6
524, Darius Bazley , UTA, 23, 5, 0, 5, 14.7, 0.8, 1.6, 0.4, 2.0, 4.0, 4.0, 5.0, 20.0, 0.6, 0.6, 0.2, 1.0
524, Frank Ntilikina , CHA, 25, 5, 0, 5, 8.6, 0.0, 0.0, 0.0, 0.0, 2.6, 2.6, 1.6, 10.4, 0.0, 0.0, 0.8, 0.2
524, Jason Preston , UTA, 24, 5, 1, 4, 9.5, 0.0, 1.2, 0.0, 1.6, 2.2, 2.0, 1.4, 10.4, 0.0, 0.0, 0.4, 0.0
524, Javonte Green , CHI, 30, 5, 3, 2, 21.2, 1.8, 2.2, 1.2, 6.4, 8.0, 4.8, 3.6, 18.0, 1.2, 0.2, 1.4, 1.0
524, Wenyen Gabriel , MEM, 27, 5, 1, 4, 16.2, 0.0, 0.8, 0.4, 2.8, 7.6, 3.2, 4.6, 12.8, 0.4, 0.4, 2.0, 1.2
530, Alex Fudge , DAL, 20, 4, 1, 3, 3.6, 0.0, 0.5, 0.0, 0.5, 3.8, 1.3, 0.5, 4.0, 0.0, 0.3, 0.3, 0.3
530, Alondes Williams , MIA, 24, 4, 3, 1, 2.9, 0.0, 0.0, 0.0, 0.5, 3.0, 0.3, 2.8, 3.5, 0.0, 0.3, 0.0, 0.3
530, D.J. Carton , TOR, 23, 4, 2, 2, 8.9, 0.0, 0.0, 0.0, 1.0, 3.5, 7.5, 0.5, 10.5, 0.0, 0.0, 0.8, 0.8
530, Dexter Dennis , DAL, 25, 4, 1, 3, 7.5, 0.5, 0.0, 0.5, 4.0, 3.8, 3.3, 5.8, 12.0, 0.3, 0.0, 0.3, 0.8
530, Isaiah Thomas , PHX, 35, 4, 3, 1, 3.4, 0.0, 0.0, 0.0, 0.5, 0.5, 1.3, 1.0, 3.5, 0.0, 0.3, 0.0, 0.5
530, Keon Johnson , BKN, 22, 4, 0, 4, 12.8, 1.5, 1.3, 0.0, 1.0, 2.3, 5.8, 5.0, 15.0, 0.3, 0.3, 1.0, 1.8
530, Kobi Simmons , TOR, 26, 4, 0, 4, 16.9, 0.5, 0.0, 1.8, 3.0, 8.8, 7.0, 9.0, 17.5, 0.5, 0.5, 1.3, 0.5
530, Mason Jones , SAC, 25, 4, 2, 2, 5.5, 0.0, 0.0, 1.0, 0.0, 2.0, 0.5, 1.0, 3.0, 0.0, 0.3, 0.3, 0.5
530, Pat Spencer , GSW, 27, 4, 2, 2, 2.2, 0.0, 0.0, 0.5, 0.5, 0.8, 1.5, 1.3, 2.0, 0.0, 0.0, 0.0, 0.0
530, Usman Garuba , GSW, 22, 4, 3, 1, 2.6, 0.0, 0.5, 0.0, 0.5, 1.5, 1.5, 2.5, 3.0, 0.0, 0.5, 0.5, 0.0
540, Andrew Funk , CHI, 24, 3, 1, 2, 1.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0
540, Filip Petrusev , SAC, 23, 3, 2, 1, 3.1, 0.0, 0.0, 0.0, 0.7, 0.7, 0.7, 0.0, 2.7, 0.0, 0.0, 0.3, 0.3
540, Lindell Wigginton , MIL, 26, 3, 3, 0, 2.5, 0.0, 0.0, 0.0, 1.3, 2.7, 1.7, 3.3, 4.0, 0.0, 0.0, 0.3, 0.3
540, Malik Williams , TOR, 25, 3, 2, 1, 12.7, 0.0, 0.0, 0.0, 0.0, 8.3, 6.0, 6.3, 11.3, 1.0, 0.7, 1.0, 0.3
540, Mouhamed Gueye , ATL, 21, 3, 2, 1, 2.7, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.7, 4.0, 0.0, 0.0, 0.3, 0.0
540, Shaquille Harrison , MEM, 30, 3, 1, 2, 2.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.3, 1.0, 2.7, 0.3, 0.0, 0.0, 0.0
540, Taze Moore , POR, 25, 3, 1, 2, 3.4, 0.7, 0.0, 0.7, 2.0, 2.0, 0.7, 1.3, 2.7, 0.0, 0.0, 0.7, 0.3
540, Zavier Simpson , MEM, 27, 3, 1, 2, 23.9, 1.0, 0.7, 0.0, 0.7, 10.3, 2.7, 6.0, 18.0, 1.0, 1.0, 1.3, 0.7
548, D.J. Wilson , PHI, 28, 2, 1, 1, 7.7, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 10.0, 1.0, 0.5, 0.5, 0.0
548, Danny Green , PHI, 36, 2, 1, 1, 9.2, 0.0, 0.0, 0.0, 0.0, 4.0, 2.5, 2.5, 9.0, 0.0, 0.0, 0.5, 0.0
548, Dariq Whitehead , BKN, 19, 2, 1, 1, 12.0, 0.0, 1.0, 0.0, 1.0, 1.5, 7.0, 3.5, 14.0, 0.5, 0.5, 0.0, 0.5
548, Dmytro Skapintsev , NYK, 25, 2, 0, 2, 1.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
548, Hamidou Diallo , WAS, 25, 2, 1, 1, 2.4, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0
548, Henri Drell , CHI, 23, 2, 0, 2, 2.2, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
548, Joshua Primo , LAC, 21, 2, 2, 0, 5.1, 0.0, 0.0, 0.0, 1.0, 4.0, 3.5, 1.0, 9.0, 0.5, 0.5, 0.0, 0.0
548, Justin Jackson , MIN, 29, 2, 2, 0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
548, Kevon Harris , ORL, 26, 2, 1, 1, 3.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 4.0, 0.0, 0.0, 1.5, 0.0
548, Ty Jerome , CLE, 26, 2, 1, 1, 7.4, 0.0, 0.0, 0.0, 1.0, 3.5, 2.0, 5.5, 12.0, 0.0, 0.0, 1.0, 0.0
558, Adam Flagler , OKC, 24, 1, 1, 0, 5.5, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 10.0, 0.0, 0.0, 0.0, 0.0
558, Drew Peterson , BOS, 24, 1, 1, 0, 2.6, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 1.0, 0.0
558, Isaiah Wong , IND, 23, 1, 1, 0, 4.3, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0
558, Izaiah Brockington , NOP, 24, 1, 1, 0, 3.4, 0.0, 0.0, 2.0, 4.0, 0.0, 3.0, 2.0, 8.0, 0.0, 1.0, 0.0, 0.0
558, Jalen Crutcher , NOP, 24, 1, 1, 0, 2.7, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0
558, Javonte Smart , PHI, 24, 1, 1, 0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
558, Kaiser Gates , NOP, 27, 1, 0, 1, 7.4, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 0.0, 6.0, 0.0, 1.0, 0.0, 0.0
558, Malcolm Cazalon , DET, 22, 1, 0, 1, 2.6, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0
558, Markquis Nowell , TOR, 24, 1, 0, 1, 3.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0
558, Quenton Jackson , IND, 25, 1, 1, 0, 1.8, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0
558, Ron Harper Jr. , TOR, 23, 1, 1, 0, 3.7, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 1.0, 10.0, 0.0, 0.0, 2.0, 0.0
558, Timmy Allen , MEM, 24, 1, 0, 1, 26.1, 0.0, 0.0, 0.0, 2.0, 9.0, 4.0, 6.0, 18.0, 0.0, 0.0, 2.0, 2.0
