IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS, FGM, FGA, FG%, 3PM, 3PA, 3P%, FTM, FTA, FT%, OREB, DREB, REB, AST, TOV, STL, BLK, PF, FP, DD2, TD3, plus_minus
98, Tim Hardaway Jr. , DAL, 32, 75, 47, 28, 27.3, 14.8, 5.1, 12.6, 40.3, 2.7, 7.7, 35.7, 1.9, 2.2, 85.6, 0.3, 3.0, 3.3, 1.8, 0.9, 0.5, 0.1, 1.4, 22.3, 0.0, 0.0, 0.5
99, Deni Avdija , WAS, 23, 72, 14, 58, 29.9, 14.6, 5.4, 10.6, 51.0, 1.2, 3.1, 37.6, 2.7, 3.6, 74.0, 1.2, 6.0, 7.2, 3.8, 2.1, 0.8, 0.5, 2.5, 30.7, 17.0, 0.0, -4.5
100, OG Anunoby , NYK, 26, 46, 27, 19, 34.0, 14.6, 5.6, 11.4, 48.9, 2.0, 5.4, 36.5, 1.4, 1.9, 76.7, 1.0, 3.3, 4.2, 2.2, 1.6, 1.4, 0.7, 2.3, 27.6, 0.0, 0.0, 7.5
101, Bennedict Mathurin , IND, 21, 59, 33, 26, 26.1, 14.5, 5.0, 11.2, 44.6, 1.4, 3.6, 37.4, 3.1, 3.8, 82.1, 1.0, 2.9, 4.0, 2.0, 1.6, 0.6, 0.2, 2.0, 23.1, 3.0, 0.0, -1.6
102, Marcus Smart , MEM, 30, 20, 7, 13, 30.2, 14.5, 5.1, 11.9, 43.0, 2.1, 6.7, 31.3, 2.2, 2.8, 76.8, 0.3, 2.4, 2.7, 4.3, 3.1, 2.1, 0.3, 2.7, 27.9, 0.0, 0.0, -1.0
103, Trey Murphy III , NOP, 23, 53, 32, 21, 28.9, 14.1, 4.7, 10.8, 43.3, 2.8, 7.7, 36.7, 2.0, 2.5, 79.7, 0.8, 4.1, 4.8, 2.1, 0.6, 0.9, 0.5, 1.2, 26.7, 1.0, 0.0, 4.2
104, Norman Powell , LAC, 30, 74, 47, 27, 26.2, 14.1, 5.0, 10.1, 49.0, 2.2, 5.1, 43.8, 1.9, 2.3, 83.1, 0.2, 2.3, 2.6, 1.1, 0.9, 0.6, 0.3, 1.8, 20.5, 0.0, 0.0, 2.7
105, Aaron Gordon , DEN, 28, 70, 47, 23, 31.6, 14.0, 5.5, 10.0, 55.4, 0.6, 1.9, 29.1, 2.4, 3.7, 65.3, 2.4, 4.1, 6.5, 3.4, 1.5, 0.8, 0.6, 2.0, 29.7, 12.0, 0.0, 5.5
106, Dennis Schroder , BKN, 30, 79, 29, 50, 31.0, 13.9, 5.0, 11.5, 43.6, 1.7, 4.6, 37.8, 2.2, 2.6, 83.2, 0.5, 2.5, 3.0, 6.1, 1.9, 0.8, 0.2, 2.0, 27.6, 8.0, 0.0, -1.7
107, Caris LeVert , CLE, 29, 66, 36, 30, 28.8, 13.9, 5.0, 12.0, 41.9, 1.6, 4.9, 32.2, 2.2, 2.9, 76.2, 0.6, 3.6, 4.1, 5.1, 1.7, 1.1, 0.5, 1.8, 29.7, 6.0, 0.0, 1.5
108, Jabari Smith Jr. , HOU, 20, 72, 36, 36, 31.8, 13.8, 5.0, 10.9, 45.4, 1.8, 5.0, 36.5, 2.0, 2.5, 82.0, 1.9, 6.4, 8.2, 1.5, 1.2, 0.7, 0.8, 2.7, 29.1, 16.0, 0.0, -1.2
109, Gary Trent Jr. , TOR, 25, 68, 24, 44, 28.1, 13.7, 5.1, 11.8, 43.1, 2.6, 6.3, 40.4, 1.0, 1.3, 77.5, 0.3, 2.3, 2.6, 1.7, 0.6, 1.1, 0.1, 1.3, 22.4, 1.0, 0.0, -2.4
110, Saddiq Bey , ATL, 24, 63, 28, 35, 32.7, 13.7, 4.6, 11.1, 41.6, 1.8, 5.7, 31.6, 2.7, 3.2, 83.7, 2.7, 3.9, 6.5, 1.5, 0.9, 0.8, 0.2, 1.4, 25.8, 8.0, 0.0, -0.3
111, Jalen Duren , DET, 20, 59, 13, 46, 29.1, 13.7, 5.7, 9.2, 62.1, 0.0, 0.1, 0.0, 2.2, 2.8, 78.6, 3.2, 8.4, 11.6, 2.4, 2.1, 0.6, 0.8, 3.2, 33.2, 42.0, 0.0, -4.9
112, Rudy Gobert , MIN, 31, 72, 51, 21, 34.0, 13.7, 5.3, 8.0, 65.3, 0.0, 0.0, 0.0, 3.2, 5.0, 63.6, 3.7, 9.1, 12.8, 1.3, 1.6, 0.6, 2.1, 3.1, 37.6, 51.0, 0.0, 5.8
113, Bobby Portis , MIL, 29, 78, 47, 31, 24.4, 13.6, 5.6, 11.2, 50.2, 1.2, 3.1, 39.5, 1.2, 1.6, 78.7, 1.7, 5.6, 7.3, 1.2, 1.0, 0.8, 0.4, 2.3, 26.7, 15.0, 0.0, -0.1
114, Scoot Henderson , POR, 20, 59, 18, 41, 28.0, 13.6, 4.8, 12.5, 38.5, 1.3, 4.1, 31.7, 2.7, 3.3, 81.9, 0.8, 2.3, 3.1, 5.1, 3.3, 0.7, 0.2, 3.2, 24.5, 6.0, 0.0, -7.5
115, Naz Reid , MIN, 24, 77, 54, 23, 24.4, 13.6, 5.1, 10.5, 48.2, 2.1, 5.1, 41.8, 1.3, 1.8, 74.8, 0.9, 4.4, 5.3, 1.3, 1.4, 0.8, 0.9, 2.1, 25.6, 6.0, 0.0, 3.6
116, Grayson Allen , PHX, 28, 71, 42, 29, 33.6, 13.5, 4.5, 9.0, 50.1, 2.8, 5.9, 46.6, 1.7, 2.0, 87.8, 0.6, 3.3, 3.9, 3.1, 1.3, 0.9, 0.6, 2.1, 26.1, 1.0, 0.0, 3.2
117, Rui Hachimura , LAL, 26, 65, 38, 27, 26.6, 13.5, 5.3, 9.8, 54.1, 1.4, 3.4, 42.7, 1.4, 2.0, 72.7, 0.8, 3.4, 4.2, 1.1, 0.7, 0.6, 0.4, 1.5, 22.3, 3.0, 0.0, 2.1
118, GG Jackson , MEM, 19, 44, 14, 30, 24.7, 13.4, 4.6, 10.6, 43.1, 2.0, 5.5, 36.0, 2.3, 3.1, 75.0, 1.0, 3.0, 4.0, 1.2, 1.3, 0.5, 0.5, 1.3, 21.6, 1.0, 0.0, -3.8
119, Cameron Johnson , BKN, 28, 57, 20, 37, 27.6, 13.4, 4.8, 10.7, 44.5, 2.4, 6.1, 39.3, 1.4, 1.8, 78.1, 1.0, 3.4, 4.4, 2.4, 1.0, 0.8, 0.3, 1.8, 24.6, 1.0, 0.0, -1.5
120, Corey Kispert , WAS, 25, 77, 15, 62, 25.4, 13.2, 4.8, 9.8, 48.6, 2.2, 5.9, 38.1, 1.4, 2.0, 72.2, 0.4, 2.4, 2.8, 1.8, 1.2, 0.5, 0.2, 1.8, 20.1, 1.0, 0.0, -5.5
121, P.J. Washington , DAL, 25, 70, 28, 42, 30.6, 13.1, 4.9, 11.2, 43.9, 1.8, 5.7, 32.4, 1.4, 2.0, 69.0, 1.2, 4.5, 5.6, 1.9, 1.3, 1.0, 0.8, 2.4, 26.9, 4.0, 0.0, -2.1
122, Andrew Wiggins , GSW, 29, 67, 35, 32, 27.0, 13.0, 4.9, 10.9, 45.1, 1.2, 3.5, 35.8, 1.9, 2.6, 74.3, 1.6, 3.0, 4.5, 1.7, 1.2, 0.6, 0.5, 2.0, 23.2, 3.0, 0.0, -0.6
123, Duncan Robinson , MIA, 29, 68, 38, 30, 28.0, 12.9, 4.5, 9.9, 45.0, 2.8, 7.0, 39.5, 1.2, 1.3, 88.9, 0.2, 2.3, 2.5, 2.8, 1.4, 0.7, 0.2, 2.4, 21.5, 0.0, 0.0, 0.6
124, Keyonte George , UTA, 20, 71, 25, 46, 26.9, 12.8, 4.2, 10.8, 38.6, 1.9, 5.8, 33.0, 2.6, 3.0, 85.5, 0.2, 2.6, 2.8, 4.5, 2.4, 0.5, 0.1, 1.2, 22.2, 1.0, 0.0, -5.2
125, Dillon Brooks , HOU, 28, 69, 34, 35, 31.0, 12.8, 4.6, 10.6, 43.1, 1.9, 5.2, 36.2, 1.8, 2.1, 84.1, 0.7, 2.7, 3.4, 1.7, 1.2, 0.9, 0.1, 3.3, 21.2, 1.0, 0.0, -0.5
126, Mark Williams , CHA, 22, 19, 7, 12, 26.8, 12.7, 5.2, 7.9, 64.9, 0.0, 0.0, 0.0, 2.4, 3.4, 71.9, 4.0, 5.7, 9.7, 1.2, 0.9, 0.8, 1.1, 2.6, 30.9, 8.0, 0.0, -1.1
127, Jrue Holiday , BOS, 33, 67, 53, 14, 32.9, 12.6, 4.8, 10.0, 48.3, 2.0, 4.7, 43.3, 0.9, 1.1, 83.3, 1.2, 4.2, 5.4, 4.9, 1.8, 0.9, 0.7, 1.6, 29.4, 7.0, 0.0, 6.9
128, Brook Lopez , MIL, 36, 75, 46, 29, 30.7, 12.5, 4.6, 9.5, 48.5, 1.8, 5.1, 36.3, 1.4, 1.7, 82.2, 1.5, 3.8, 5.3, 1.6, 1.0, 0.6, 2.4, 2.5, 29.1, 5.0, 0.0, 3.8
129, Jalen Suggs , ORL, 22, 71, 42, 29, 26.9, 12.4, 4.4, 9.5, 46.7, 2.1, 5.2, 39.9, 1.5, 1.9, 75.9, 0.6, 2.4, 3.1, 2.7, 1.8, 1.4, 0.6, 2.7, 24.6, 0.0, 0.0, 0.9
130, Josh Giddey , OKC, 21, 77, 53, 24, 25.2, 12.4, 5.1, 10.6, 47.6, 1.0, 3.0, 34.5, 1.2, 1.5, 79.7, 1.4, 5.0, 6.4, 4.8, 2.1, 0.6, 0.5, 1.3, 28.8, 9.0, 3.0, 4.3
131, Jonas Valanciunas , NOP, 31, 78, 46, 32, 23.7, 12.4, 5.0, 8.8, 56.3, 0.5, 1.5, 31.9, 2.0, 2.5, 79.5, 2.3, 6.6, 8.9, 2.1, 1.3, 0.4, 0.9, 2.7, 28.6, 32.0, 0.0, 1.9
132, Max Strus , CLE, 28, 67, 41, 26, 32.1, 12.3, 4.4, 10.5, 41.9, 2.4, 6.9, 34.6, 1.1, 1.4, 80.6, 0.9, 3.8, 4.7, 3.9, 1.6, 0.9, 0.4, 2.5, 26.3, 4.0, 0.0, 3.7
133, Aaron Nesmith , IND, 24, 69, 39, 30, 27.8, 12.3, 4.4, 8.9, 49.4, 2.0, 4.7, 42.5, 1.4, 1.9, 76.7, 0.9, 2.9, 3.8, 1.5, 0.9, 0.9, 0.7, 3.4, 23.0, 1.0, 0.0, 2.0
134, Cam Whitmore , HOU, 19, 43, 16, 27, 18.3, 12.3, 4.5, 9.8, 45.8, 1.6, 4.5, 36.1, 1.7, 2.4, 67.6, 1.0, 2.9, 3.8, 0.5, 1.0, 0.7, 0.3, 1.3, 19.5, 1.0, 0.0, -1.3
135, Ayo Dosunmu , CHI, 24, 76, 37, 39, 29.1, 12.2, 4.7, 9.5, 50.1, 1.6, 3.9, 40.3, 1.1, 1.4, 81.0, 0.7, 2.1, 2.8, 3.2, 1.4, 0.9, 0.5, 2.2, 23.1, 1.0, 0.0, -2.1
136, Harrison Barnes , SAC, 31, 78, 45, 33, 28.8, 12.0, 4.2, 8.9, 47.6, 1.8, 4.7, 39.2, 1.8, 2.2, 79.7, 0.8, 2.1, 2.9, 1.1, 0.7, 0.6, 0.1, 1.2, 18.8, 0.0, 0.0, -1.3
137, Buddy Hield , PHI, 31, 81, 43, 38, 25.9, 12.0, 4.4, 10.1, 43.6, 2.6, 6.7, 38.2, 0.6, 0.7, 88.9, 0.7, 2.4, 3.1, 2.9, 1.2, 0.9, 0.5, 2.0, 22.9, 1.0, 0.0, 0.3
138, Tyus Jones , WAS, 27, 66, 11, 55, 29.3, 12.0, 4.9, 10.1, 48.9, 1.6, 3.9, 41.4, 0.5, 0.6, 80.0, 0.3, 2.4, 2.7, 7.3, 1.0, 1.1, 0.3, 0.7, 29.3, 9.0, 1.0, -7.5
139, Nic Claxton , BKN, 24, 68, 26, 42, 29.8, 11.9, 5.2, 8.3, 62.9, 0.0, 0.1, 20.0, 1.5, 2.8, 55.9, 2.7, 7.2, 9.9, 2.0, 1.3, 0.7, 2.0, 2.5, 33.8, 29.0, 0.0, -3.8
140, Jaime Jaquez Jr. , MIA, 23, 71, 41, 30, 28.3, 11.9, 4.6, 9.4, 48.9, 0.8, 2.7, 31.4, 1.9, 2.3, 80.5, 1.1, 2.7, 3.8, 2.5, 1.5, 1.0, 0.2, 2.2, 22.6, 1.0, 0.0, 1.0
141, Marvin Bagley III , WAS, 25, 50, 7, 43, 21.1, 11.7, 4.8, 8.2, 58.6, 0.2, 0.5, 39.1, 1.9, 2.5, 76.2, 2.6, 3.6, 6.2, 1.1, 1.2, 0.4, 0.7, 1.6, 22.8, 10.0, 0.0, -2.7
142, Jeremy Sochan , SAS, 20, 74, 18, 56, 29.6, 11.6, 4.6, 10.5, 43.8, 0.9, 3.1, 30.8, 1.5, 1.9, 77.1, 1.9, 4.6, 6.4, 3.4, 1.9, 0.8, 0.5, 2.3, 26.6, 7.0, 0.0, -4.6
143, Ivica Zubac , LAC, 27, 66, 41, 25, 26.6, 11.6, 4.9, 7.6, 64.8, 0.0, 0.0, 0.0, 1.8, 2.5, 72.1, 2.9, 6.3, 9.3, 1.4, 1.2, 0.3, 1.2, 2.7, 28.3, 22.0, 0.0, 2.4
144, Cole Anthony , ORL, 23, 77, 46, 31, 22.6, 11.6, 4.1, 9.5, 43.1, 1.2, 3.5, 33.3, 2.3, 2.8, 82.2, 0.8, 3.1, 3.9, 2.9, 1.5, 0.8, 0.5, 2.2, 22.9, 3.0, 0.0, 1.4
145, Scotty Pippen Jr. , MEM, 23, 17, 5, 12, 23.8, 11.5, 4.1, 8.2, 50.0, 1.5, 3.1, 47.2, 1.8, 2.5, 72.1, 0.9, 1.9, 2.8, 4.4, 2.5, 1.5, 0.5, 2.7, 25.1, 0.0, 0.0, -4.8
146, De'Anthony Melton , PHI, 25, 36, 23, 13, 27.8, 11.5, 3.8, 9.7, 39.1, 2.1, 5.8, 36.2, 1.8, 2.2, 83.5, 0.8, 3.1, 3.8, 3.1, 1.1, 1.6, 0.4, 2.3, 25.5, 0.0, 0.0, 5.9
147, Clint Capela , ATL, 29, 70, 33, 37, 25.7, 11.5, 4.8, 8.5, 56.9, 0.0, 0.0, 0.0, 1.8, 2.9, 63.4, 4.7, 6.0, 10.7, 1.2, 1.0, 0.6, 1.5, 2.3, 31.4, 37.0, 0.0, -0.3
148, Malik Beasley , MIL, 27, 75, 44, 31, 29.8, 11.4, 4.1, 9.2, 44.3, 2.9, 6.9, 41.9, 0.3, 0.5, 71.4, 0.5, 3.2, 3.7, 1.4, 0.7, 0.8, 0.1, 2.0, 20.0, 1.0, 0.0, 4.1
149, Wendell Carter Jr. , ORL, 24, 51, 29, 22, 26.4, 11.3, 4.2, 7.9, 52.6, 1.2, 3.2, 37.7, 1.8, 2.6, 68.9, 2.1, 5.2, 7.3, 1.8, 1.3, 0.7, 0.5, 2.2, 25.1, 9.0, 0.0, 1.0
150, Mike Conley , MIN, 36, 72, 51, 21, 28.8, 11.2, 3.8, 8.4, 45.1, 2.3, 5.2, 43.4, 1.4, 1.5, 90.7, 0.5, 2.3, 2.8, 6.0, 1.3, 1.2, 0.2, 1.7, 26.4, 4.0, 0.0, 3.9
151, Eric Gordon , PHX, 35, 65, 39, 26, 28.0, 11.2, 4.1, 9.1, 44.6, 2.2, 5.8, 38.3, 0.8, 1.0, 79.4, 0.2, 1.6, 1.9, 2.1, 1.1, 0.9, 0.4, 1.2, 19.5, 0.0, 0.0, 2.0
152, Russell Westbrook , LAC, 35, 66, 44, 22, 22.4, 11.1, 4.4, 9.7, 45.5, 0.6, 2.3, 26.7, 1.7, 2.4, 69.6, 1.4, 3.6, 5.0, 4.4, 2.1, 1.1, 0.3, 1.8, 25.9, 7.0, 0.0, 1.3
153, Jakob Poeltl , TOR, 28, 50, 21, 29, 26.4, 11.1, 5.0, 7.6, 65.6, 0.0, 0.0, 0.0, 1.2, 2.1, 55.1, 2.9, 5.7, 8.6, 2.5, 1.5, 0.7, 1.5, 3.0, 30.3, 20.0, 0.0, -0.3
154, Jusuf Nurkic , PHX, 29, 73, 45, 28, 27.3, 11.1, 4.3, 8.5, 50.7, 0.3, 1.2, 24.7, 2.2, 3.5, 63.8, 3.0, 8.0, 11.0, 3.8, 2.3, 1.0, 1.0, 3.4, 34.0, 26.0, 0.0, 5.0
155, Zach Collins , SAS, 26, 65, 16, 49, 22.2, 11.1, 4.3, 8.8, 48.3, 0.8, 2.6, 31.2, 1.7, 2.3, 74.2, 1.7, 3.5, 5.2, 2.8, 1.9, 0.5, 0.7, 3.1, 23.3, 3.0, 0.0, -5.8
156, Herbert Jones , NOP, 25, 72, 43, 29, 30.3, 11.0, 3.9, 7.7, 50.5, 1.5, 3.5, 41.9, 1.8, 2.1, 86.7, 1.0, 2.5, 3.5, 2.6, 1.2, 1.4, 0.8, 2.9, 24.6, 0.0, 0.0, 2.8
157, Javonte Green , CHI, 30, 5, 3, 2, 21.2, 11.0, 4.4, 6.4, 68.8, 1.2, 2.0, 60.0, 1.0, 1.2, 83.3, 1.8, 4.6, 6.4, 0.8, 1.0, 1.0, 1.2, 1.4, 25.5, 1.0, 0.0, 4.2
157, Luke Kennard , MEM, 27, 39, 15, 24, 25.6, 11.0, 3.6, 8.1, 44.8, 2.7, 6.1, 45.0, 1.0, 1.2, 88.9, 0.3, 2.6, 2.9, 3.5, 1.4, 0.5, 0.1, 1.0, 20.0, 0.0, 0.0, -4.8
159, Isaiah Stewart , DET, 22, 46, 9, 37, 30.9, 10.9, 4.0, 8.3, 48.7, 1.5, 3.8, 38.3, 1.4, 1.8, 75.3, 1.6, 5.0, 6.6, 1.6, 1.4, 0.4, 0.8, 2.2, 23.4, 5.0, 0.0, -2.9
160, Luguentz Dort , OKC, 24, 76, 51, 25, 28.6, 10.9, 3.6, 8.3, 43.8, 2.0, 5.0, 39.3, 1.6, 2.0, 82.6, 1.0, 2.7, 3.7, 1.4, 1.0, 0.9, 0.6, 2.9, 20.9, 0.0, 0.0, 4.0
161, Daniel Gafford , DAL, 25, 71, 28, 43, 24.7, 10.8, 4.6, 6.5, 71.4, 0.0, 0.0, 0.0, 1.6, 2.4, 67.8, 2.7, 5.0, 7.7, 1.5, 1.0, 0.9, 2.1, 3.2, 30.3, 15.0, 0.0, -1.5
162, Moritz Wagner , ORL, 26, 76, 45, 31, 17.6, 10.8, 4.1, 6.9, 59.6, 0.5, 1.5, 33.0, 2.1, 2.6, 80.7, 1.5, 2.9, 4.4, 1.2, 1.2, 0.5, 0.3, 2.0, 18.9, 3.0, 0.0, 1.2
163, Brandon Clarke , MEM, 27, 5, 2, 3, 21.5, 10.8, 5.2, 9.4, 55.3, 0.2, 1.0, 20.0, 0.2, 1.4, 14.3, 2.6, 3.6, 6.2, 1.8, 0.6, 0.8, 1.0, 1.4, 25.7, 0.0, 0.0, 1.0
164, Bruce Brown , TOR, 27, 64, 26, 38, 28.1, 10.8, 4.1, 8.7, 47.0, 0.8, 2.5, 31.9, 1.8, 2.1, 83.7, 0.8, 3.5, 4.3, 2.9, 1.3, 0.9, 0.3, 2.2, 22.6, 2.0, 0.0, -2.8
165, Santi Aldama , MEM, 23, 61, 23, 38, 26.5, 10.7, 4.0, 9.3, 43.5, 1.7, 5.0, 34.9, 0.9, 1.4, 62.1, 1.2, 4.6, 5.8, 2.3, 1.1, 0.7, 0.9, 1.5, 24.7, 5.0, 0.0, -4.5
166, Jaden McDaniels , MIN, 23, 68, 46, 22, 29.2, 10.6, 4.3, 8.8, 49.0, 1.2, 3.5, 33.5, 0.8, 1.1, 72.0, 0.8, 2.3, 3.1, 1.4, 1.2, 0.9, 0.6, 3.1, 19.7, 0.0, 0.0, 2.7
167, Spencer Dinwiddie , LAL, 31, 73, 36, 37, 28.7, 10.6, 3.4, 8.6, 39.0, 1.6, 4.9, 33.3, 2.2, 2.8, 79.9, 0.4, 2.3, 2.7, 4.8, 1.2, 0.7, 0.3, 1.8, 22.9, 4.0, 0.0, 1.0
168, Alec Burks , NYK, 32, 65, 17, 48, 18.5, 10.5, 3.2, 8.7, 37.0, 1.9, 5.0, 37.5, 2.2, 2.5, 86.7, 0.4, 1.9, 2.3, 1.3, 0.7, 0.4, 0.2, 1.2, 16.3, 0.0, 0.0, -3.9
169, Simone Fontecchio , DET, 28, 66, 29, 37, 24.9, 10.5, 3.8, 8.3, 46.0, 2.0, 5.1, 40.1, 0.8, 1.0, 81.8, 1.0, 2.8, 3.7, 1.5, 1.0, 0.7, 0.3, 1.7, 19.3, 0.0, 0.0, -0.4
170, Kevin Huerter , SAC, 25, 64, 37, 27, 24.4, 10.2, 3.9, 8.8, 44.3, 1.9, 5.3, 36.1, 0.6, 0.7, 76.6, 0.6, 2.9, 3.5, 2.6, 0.8, 0.7, 0.4, 2.1, 20.7, 2.0, 0.0, 1.2
171, Reggie Jackson , DEN, 33, 78, 54, 24, 22.2, 10.2, 4.0, 9.2, 43.7, 1.3, 3.4, 36.7, 0.9, 1.2, 79.6, 0.4, 1.5, 1.9, 3.8, 1.3, 0.5, 0.1, 1.8, 18.9, 2.0, 0.0, 1.1
172, Grant Williams , CHA, 25, 74, 33, 41, 28.0, 10.2, 3.6, 7.9, 45.3, 1.7, 4.4, 37.5, 1.4, 1.8, 75.4, 1.1, 3.0, 4.2, 2.2, 1.4, 0.6, 0.5, 2.9, 20.5, 2.0, 0.0, -3.1
173, Kentavious Caldwell-Pope , DEN, 31, 72, 51, 21, 31.8, 10.2, 3.6, 7.8, 45.6, 1.7, 4.1, 41.4, 1.4, 1.6, 90.2, 0.4, 2.0, 2.4, 2.4, 1.0, 1.3, 0.5, 2.0, 21.4, 0.0, 0.0, 7.5
174, Onyeka Okongwu , ATL, 23, 55, 23, 32, 25.5, 10.2, 4.1, 6.6, 61.1, 0.4, 1.3, 33.3, 1.7, 2.1, 79.3, 2.6, 4.2, 6.8, 1.3, 0.8, 0.5, 1.1, 2.9, 24.3, 8.0, 0.0, -0.6
175, Caleb Martin , MIA, 28, 60, 33, 27, 27.3, 10.2, 3.8, 8.7, 44.1, 1.3, 3.6, 35.7, 1.3, 1.6, 77.3, 1.2, 3.3, 4.4, 2.2, 1.2, 0.7, 0.4, 2.0, 20.8, 2.0, 0.0, 1.0
176, Obi Toppin , IND, 26, 79, 45, 34, 21.3, 10.2, 4.0, 7.0, 57.4, 1.2, 3.0, 40.8, 0.9, 1.2, 76.0, 1.0, 2.9, 3.9, 1.5, 0.8, 0.5, 0.5, 1.7, 19.4, 1.0, 0.0, 1.5
177, Alex Caruso , CHI, 30, 68, 33, 35, 28.4, 10.0, 3.6, 7.6, 46.5, 1.9, 4.7, 40.3, 1.0, 1.4, 76.1, 0.9, 2.9, 3.8, 3.3, 1.4, 1.6, 1.0, 2.5, 26.0, 1.0, 0.0, 0.0
178, Vince Williams Jr. , MEM, 23, 52, 18, 34, 27.6, 10.0, 3.3, 7.3, 44.6, 1.5, 4.0, 37.8, 2.0, 2.5, 80.0, 1.1, 4.4, 5.6, 3.4, 1.8, 0.9, 0.7, 2.6, 24.7, 3.0, 0.0, -1.8
179, Patrick Williams , CHI, 22, 43, 19, 24, 27.3, 10.0, 3.7, 8.3, 44.3, 1.4, 3.4, 39.9, 1.2, 1.5, 78.8, 1.1, 2.8, 3.9, 1.5, 1.3, 0.9, 0.8, 2.0, 20.7, 0.0, 0.0, -0.3
180, Jalen Smith , IND, 24, 58, 34, 24, 17.3, 10.0, 3.9, 6.6, 58.8, 1.0, 2.4, 41.7, 1.2, 1.8, 69.2, 1.8, 3.8, 5.6, 1.1, 0.7, 0.3, 0.6, 2.1, 20.3, 5.0, 0.0, -0.4
181, T.J. McConnell , IND, 32, 68, 38, 30, 18.2, 10.0, 4.5, 8.2, 55.3, 0.2, 0.6, 36.8, 0.7, 0.9, 79.0, 0.5, 2.2, 2.7, 5.4, 1.5, 1.0, 0.1, 1.1, 23.2, 4.0, 0.0, 1.3
182, Tre Jones , SAS, 24, 73, 18, 55, 27.6, 9.9, 3.9, 7.6, 51.0, 0.8, 2.4, 34.9, 1.4, 1.6, 87.0, 0.8, 2.8, 3.6, 6.2, 1.5, 1.0, 0.1, 1.2, 25.3, 4.0, 1.0, -0.7
183, Josh Richardson , MIA, 30, 43, 24, 19, 25.6, 9.9, 3.6, 8.1, 44.4, 1.5, 4.4, 34.7, 1.2, 1.3, 94.4, 0.4, 2.4, 2.8, 2.4, 0.8, 0.6, 0.3, 1.8, 18.7, 0.0, 0.0, -2.5
184, Dalano Banton , POR, 24, 51, 24, 27, 18.4, 9.8, 3.6, 8.6, 41.9, 1.1, 3.3, 33.1, 1.5, 2.0, 76.7, 0.8, 2.4, 3.2, 2.2, 1.3, 0.6, 0.3, 1.2, 18.4, 1.0, 0.0, -3.5
185, Nick Richards , CHA, 26, 65, 13, 52, 26.5, 9.8, 3.9, 5.7, 68.8, 0.0, 0.0, 0.0, 2.0, 2.7, 73.6, 2.6, 5.5, 8.2, 0.8, 1.1, 0.4, 1.1, 2.6, 24.3, 19.0, 0.0, -6.4
186, Tari Eason , HOU, 22, 22, 12, 10, 21.8, 9.8, 4.0, 8.6, 46.6, 0.8, 2.3, 36.0, 1.0, 1.5, 63.6, 2.1, 4.9, 7.0, 1.2, 0.9, 1.4, 0.9, 2.3, 25.9, 3.0, 0.0, 4.0
187, Gordon Hayward , OKC, 34, 48, 22, 26, 24.5, 9.7, 3.6, 8.0, 45.2, 0.7, 1.8, 40.7, 1.7, 2.3, 75.5, 0.8, 2.8, 3.5, 3.2, 1.3, 0.8, 0.3, 1.3, 20.6, 0.0, 0.0, -4.1
188, Talen Horton-Tucker , UTA, 23, 48, 12, 36, 19.1, 9.7, 3.4, 8.7, 39.3, 1.1, 3.4, 33.1, 1.7, 2.1, 79.6, 0.4, 1.9, 2.3, 3.5, 1.2, 0.9, 0.3, 1.8, 20.2, 1.0, 0.0, -2.3
189, Kelly Olynyk , TOR, 32, 75, 31, 44, 22.4, 9.6, 3.5, 6.3, 55.3, 0.8, 2.0, 38.4, 1.9, 2.2, 82.7, 1.4, 3.8, 5.2, 4.5, 1.9, 1.0, 0.4, 2.9, 24.7, 6.0, 0.0, -3.1
190, Lonnie Walker IV , BKN, 25, 56, 23, 33, 16.9, 9.6, 3.5, 8.3, 42.2, 1.8, 4.6, 39.3, 0.8, 1.1, 76.3, 0.2, 1.9, 2.1, 1.2, 0.9, 0.5, 0.3, 1.2, 15.6, 0.0, 0.0, 0.4
191, Isaac Okoro , CLE, 23, 66, 39, 27, 27.4, 9.4, 3.5, 7.0, 49.0, 1.2, 3.1, 38.8, 1.3, 1.9, 68.3, 1.0, 2.0, 3.0, 1.9, 0.8, 0.8, 0.5, 2.1, 19.1, 0.0, 0.0, 0.3
192, Georges Niang , CLE, 30, 79, 46, 33, 22.3, 9.4, 3.5, 7.7, 44.9, 1.8, 4.8, 37.2, 0.6, 0.7, 86.2, 0.3, 3.1, 3.4, 1.2, 0.9, 0.4, 0.2, 2.4, 16.1, 0.0, 0.0, 0.0
193, Brandin Podziemski , GSW, 21, 70, 38, 32, 26.7, 9.3, 3.7, 8.2, 45.0, 1.2, 3.2, 37.9, 0.7, 1.1, 62.8, 1.6, 4.2, 5.8, 3.8, 1.2, 0.8, 0.2, 1.7, 23.7, 7.0, 0.0, 3.7
194, Chris Paul , GSW, 38, 54, 30, 24, 26.4, 9.2, 3.5, 7.9, 44.5, 1.4, 3.6, 38.1, 0.8, 1.0, 82.7, 0.3, 3.5, 3.9, 6.8, 1.3, 1.2, 0.1, 1.8, 26.8, 5.0, 0.0, 1.9
